LineId,Time,Time,Content,EventId,EventTemplate,ParameterList
284,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30226"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""30226"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 11:15:02 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '11:15:02']"
285,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30228"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""30228"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/INSITU_Med_latest_dwn.sh >> /g100_work/CMCC_medfs_0/download/LOGS/InSitu_Med_latest.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 11:15:02 +0100""}",e4163255,"CMD (sh <*> >> <*> 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['/g100_work/CMCC_medfs_0/download/dasDwlRawScripts/INSITU_Med_latest_dwn.sh', '>> /g100_work/CMCC_medfs_0/download/LOGS/InSitu_Med_latest.log 2>', '11:15:02']"
286,"{""host"":""login01"",""ident"":""CROND"",""pid"":""30290"",""message"":""(acctdata)","{""host"":""login01"",""ident"":""CROND"",""pid"":""30290"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 11:15:02 +0100""}",9627c7b3,"CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g >/tmp/lastcron_cindata 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['11:15:02']
287,"{""host"":""login01"",""ident"":""CROND"",""pid"":""10069"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""10069"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 11:20:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '11:20:01']"
288,"{""host"":""login01"",""ident"":""CROND"",""pid"":""682"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""682"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 11:35:02 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['11:35:02']
289,"{""host"":""login01"",""ident"":""CROND"",""pid"":""32508"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""32508"",""message"":""(root)","CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:01:01 +0100""}",960e97e5,"CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['12:01:01']
290,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""32508"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""32508"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 12:01:01 +0100""}",1691bc66,"starting <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 12:01:01']"
291,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""32508"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""32508"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 12:01:01 +0100""}",54d6b46c,"finished <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 12:01:01']"
292,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18639"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""18639"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:05:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['12:05:01']
293,"{""host"":""login01"",""ident"":""CROND"",""pid"":""36427"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""36427"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 2 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:07:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['2 1>', '12:07:01']"
294,"{""host"":""login01"",""ident"":""CROND"",""pid"":""16927"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""16927"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:10:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '12:10:01']"
295,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43223"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""43223"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:15:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['BLKSEA', 'EAS5V01', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date', '12:15:01']"
296,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43224"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""43224"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:15:01 +0100""}",e4163255,"CMD (sh <*> >> <*> 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['/g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh', '>> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>', '12:15:01']"
297,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43225"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""43225"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:15:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '12:15:01']"
298,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43226"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""43226"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:15:01 +0100""}",e4163255,"CMD (sh <*> >> <*> 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['/g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh', '>> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>', '12:15:01']"
299,"{""host"":""login01"",""ident"":""CROND"",""pid"":""43309"",""message"":""(acctdata)","{""host"":""login01"",""ident"":""CROND"",""pid"":""43309"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:15:01 +0100""}",9627c7b3,"CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g >/tmp/lastcron_cindata 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['12:15:01']
300,"{""host"":""login01"",""ident"":""CROND"",""pid"":""33027"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""33027"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:20:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '12:20:01']"
301,"{""host"":""login01"",""ident"":""CROND"",""pid"":""17333"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""17333"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 12:35:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['12:35:01']
302,"{""host"":""login01"",""ident"":""CROND"",""pid"":""8854"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""8854"",""message"":""(root)","CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:01:01 +0100""}",960e97e5,"CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['13:01:01']
303,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""8854"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""8854"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 13:01:01 +0100""}",1691bc66,"starting <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 13:01:01']"
304,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""8854"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""8854"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 13:01:01 +0100""}",54d6b46c,"finished <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 13:01:01']"
305,"{""host"":""login01"",""ident"":""CROND"",""pid"":""44364"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""44364"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:05:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['13:05:01']
306,"{""host"":""login01"",""ident"":""CROND"",""pid"":""17513"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""17513"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:15:01 +0100""}",e4163255,"CMD (sh <*> >> <*> 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['/g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh', '>> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>', '13:15:01']"
307,"{""host"":""login01"",""ident"":""CROND"",""pid"":""17514"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""17514"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:15:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['BLKSEA', 'EAS5V01', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date', '13:15:01']"
308,"{""host"":""login01"",""ident"":""CROND"",""pid"":""17515"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""17515"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:15:01 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '13:15:01']"
309,"{""host"":""login01"",""ident"":""CROND"",""pid"":""17516"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""17516"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:15:01 +0100""}",e4163255,"CMD (sh <*> >> <*> 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['/g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh', '>> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>', '13:15:01']"
310,"{""host"":""login01"",""ident"":""CROND"",""pid"":""17586"",""message"":""(acctdata)","{""host"":""login01"",""ident"":""CROND"",""pid"":""17586"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:15:01 +0100""}",9627c7b3,"CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g >/tmp/lastcron_cindata 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['13:15:01']
311,"{""host"":""login01"",""ident"":""CROND"",""pid"":""47139"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""47139"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 13:35:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['13:35:01']
312,"{""host"":""login01"",""ident"":""CROND"",""pid"":""53866"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""53866"",""message"":""(root)","CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:01:01 +0100""}",960e97e5,"CMD (run-parts /etc/cron.hourly)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['14:01:01']
313,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""53866"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""53866"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 14:01:01 +0100""}",1691bc66,"starting <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 14:01:01']"
314,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""53866"",""message"":""(/etc/cron.hourly)","{""host"":""login01"",""ident"":""run-parts"",""pid"":""53866"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 14:01:01 +0100""}",54d6b46c,"finished <*> <*> +0100""}","['0anacron"",""severity"":""notice"",""facility"":""cron"",""time"":""2024-03-27 14:01:01']"
315,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18196"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""18196"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:05:01 +0100""}",ee2aaa0c,"CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['14:05:01']
316,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52750"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""52750"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:15:02 +0100""}",e4163255,"CMD (sh <*> >> <*> 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['/g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh', '>> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>', '14:15:02']"
317,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52751"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""52751"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:15:02 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['MEDSEA', 'EAS7V1', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date', '14:15:02']"
318,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52752"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""52752"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:15:02 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['BLKSEA', 'EAS5V01', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date', '14:15:02']"
319,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52756"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""52756"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:15:02 +0100""}",e4163255,"CMD (sh <*> >> <*> 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['/g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh', '>> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>', '14:15:02']"
320,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52809"",""message"":""(acctdata)","{""host"":""login01"",""ident"":""CROND"",""pid"":""52809"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:15:02 +0100""}",9627c7b3,"CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g >/tmp/lastcron_cindata 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['14:15:02']
321,"{""host"":""login01"",""ident"":""CROND"",""pid"":""29062"",""message"":""(root)","{""host"":""login01"",""ident"":""CROND"",""pid"":""29062"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:30:01 +0100""}",0b8b7295,"CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid <*> 1>/dev/null 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['1 1>', '14:30:01']"
322,"{""host"":""login01"",""ident"":""CROND"",""pid"":""29094"",""message"":""(a07cmc01)","{""host"":""login01"",""ident"":""CROND"",""pid"":""29094"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 14:30:02 +0100""}",a8ff429d,"CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r <*> -s <*> > <*> +%Y%m%d%H%M%S`.log 2>&1)"",""severity"":""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}","['BLKSEA', 'EAS5V01', '> /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date', '14:30:02']"
