2024-03-27T06:01:01+01:00       {"host":"login01","ident":"run-parts","pid":"36325","message":"(/etc/cron.hourly) starting 0anacron","severity":"notice","facility":"cron","time":"2024-03-27 06:01:01 +0100"}
2024-03-27T06:01:01+01:00       {"host":"login01","ident":"run-parts","pid":"36325","message":"(/etc/cron.hourly) finished 0anacron","severity":"notice","facility":"cron","time":"2024-03-27 06:01:01 +0100"}
2024-03-27T06:05:01+01:00       {"host":"login01","ident":"CROND","pid":"39482","message":"(root) CMD (/bin/logger \"STATUS_CHECK\" -p local2.info >> /tmp/lastcron_remote_log_status)","severity":"info","facility":"cron","time":"2024-03-27 06:05:01 +0100"}
2024-03-27T06:10:01+01:00       {"host":"login01","ident":"CROND","pid":"43276","message":"(root) CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:10:01 +0100"}
2024-03-27T06:15:01+01:00       {"host":"login01","ident":"CROND","pid":"47361","message":"(acctdata) CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:15:01 +0100"}
2024-03-27T06:15:01+01:00       {"host":"login01","ident":"CROND","pid":"47368","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:15:01 +0100"}
2024-03-27T06:15:01+01:00       {"host":"login01","ident":"CROND","pid":"47369","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:15:01 +0100"}
2024-03-27T06:20:01+01:00       {"host":"login01","ident":"CROND","pid":"15499","message":"(root) CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:20:01 +0100"}
2024-03-27T06:30:01+01:00       {"host":"login01","ident":"CROND","pid":"24111","message":"(root) CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:30:01 +0100"}
2024-03-27T06:30:01+01:00       {"host":"login01","ident":"CROND","pid":"24152","message":"(a07cmc01) CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)","severity":"info","facility":"cron","time":"2024-03-27 06:30:01 +0100"}
