LineId,Date,Time,Level,Content,EventId,EventTemplate,ParameterList
434,2024-03-27T20:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""17719"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 20:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:01:01']
435,2024-03-27T20:05:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""35899"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:05:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:05:01']
436,2024-03-27T20:07:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""44553"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 2 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:07:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:07:01']
437,2024-03-27T20:10:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""49384"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:10:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:10:01']
438,2024-03-27T20:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""3841"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:15:01']
439,2024-03-27T20:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""3842"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:15:01']
440,2024-03-27T20:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""3843"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:15:01']
441,2024-03-27T20:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""3844"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:15:01']
442,2024-03-27T20:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""3896"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:15:01']
443,2024-03-27T20:20:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""47948"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:20:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:20:01']
444,2024-03-27T20:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""20004"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:30:01']
445,2024-03-27T20:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""20007"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:30:01']
446,2024-03-27T20:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""20008"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:30:01']
447,2024-03-27T20:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""20009"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:30:01']
448,2024-03-27T20:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""20011"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:30:01']
449,2024-03-27T20:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""20010"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:30:01']
450,2024-03-27T20:30:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""20012"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j A6 -c 06  > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWF_Aeron_an06_10km_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:30:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:30:01']
451,2024-03-27T20:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""29277"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:35:01']
452,2024-03-27T20:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""29279"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j A6 -c 12  > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWF_Aeron_an12_10km_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:35:01']
453,2024-03-27T20:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""29280"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j D3 -c 12 > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWFf_dwn_fc12_10km_AM_3h_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:35:01']
454,2024-03-27T20:40:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""47916"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:40:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:40:01']
455,2024-03-27T20:40:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""47919"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j S1 -c 12 > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWFf_dwn_fc12_10km_AM_1h_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:40:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:40:01']
456,2024-03-27T20:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""4840"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:45:01']
457,2024-03-27T20:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""4848"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:45:01']
458,2024-03-27T20:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""4849"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j D6 -c 12 > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWFf_dwn_fc12_10km_AM_6h_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:45:01']
459,2024-03-27T20:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""4850"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:45:01']
460,2024-03-27T20:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""4851"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:45:01']
461,2024-03-27T20:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""4852"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:45:01']
462,2024-03-27T20:50:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""40378"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 20:50:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['20:50:01']
463,2024-03-27T21:00:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15498"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:00:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:00:01']
464,2024-03-27T21:00:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15510"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:00:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:00:02']
465,2024-03-27T21:00:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15511"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:00:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:00:02']
466,2024-03-27T21:00:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15512"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:00:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:00:02']
467,2024-03-27T21:00:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15513"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/download/dasDwlSystem/mp_dwld_driver.py > /g100_work/CMCC_medfs_0/download/LOGS/dasDwlSystem/mp_dwld_driver_log_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:00:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:00:02']
468,2024-03-27T21:00:02+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""15514"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:00:02 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:00:02']
469,2024-03-27T21:01:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""18856"",""message"":""(root)","CMD (run-parts /etc/cron.hourly)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:01:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:01:01']
470,2024-03-27T21:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""18856"",""message"":""(/etc/cron.hourly)","starting 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 21:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:01:01']
471,2024-03-27T21:01:01+01:00,"{""host"":""login01"",""ident"":""run-parts"",""pid"":""18856"",""message"":""(/etc/cron.hourly)","finished 0anacron"",""severity""","""notice"",""facility"":""cron"",""time"":""2024-03-27 21:01:01 +0100""}",6b20d54c,"""notice"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:01:01']
472,2024-03-27T21:05:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""39902"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:05:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:05:01']
473,2024-03-27T21:10:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""54206"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:10:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:10:01']
474,2024-03-27T21:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""13026"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:15:01']
475,2024-03-27T21:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""13042"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_fc.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_fc_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:15:01']
476,2024-03-27T21:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""13046"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:15:01']
477,2024-03-27T21:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""13047"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r BLKSEA -s EAS5V01  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_bs_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:15:01']
478,2024-03-27T21:15:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""13048"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/set_env.sh; python /g100_work/CMCC_medfs_0/upload/dasUplSystem/mp_upld_driver.py -p $(date +%Y%m%d) -r MEDSEA -s EAS7V1  > /g100_work/CMCC_medfs_0/upload/LOGS/mp_upld_driver_log_med_`date +%Y%m%d%H%M%S`.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:15:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:15:01']
479,2024-03-27T21:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52108"",""message"":""(root)","CMD (/bin/logger \""STATUS_CHECK\"" -p local2.info >> /tmp/lastcron_remote_log_status)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:35:01']
480,2024-03-27T21:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52127"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j A6 -c 12  > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWF_Aeron_an12_10km_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:35:01']
481,2024-03-27T21:35:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""52128"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j D3 -c 12 > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWFf_dwn_fc12_10km_AM_3h_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:35:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:35:01']
482,2024-03-27T21:40:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""28143"",""message"":""(root)","CMD ( /cinecalocal/nagios/passive/passive.pl --delay 20 --cronid 1 1>/dev/null 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:40:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:40:01']
483,2024-03-27T21:40:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""28145"",""message"":""(a07cmc01)","CMD (source /g100_work/CMCC_medfs_0/download/ECMWF-010/set_env.sh; python /g100_work/CMCC_medfs_0/download/ECMWF-010/mp_dwld_ECMWF_driver.py -p $(date +%Y%m%d) -j S1 -c 12 > /g100_work/CMCC_medfs_0/download/LOGS/ECMWF-010/ECMWFf_dwn_fc12_10km_AM_1h_CMCC.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:40:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:40:01']
484,2024-03-27T21:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""2406"",""message"":""(acctdata)","CMD ( /bin/timeout 239m /cineca/asdata/bin/cindata.pl g  >/tmp/lastcron_cindata  2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:45:01']
485,2024-03-27T21:45:01+01:00,"{""host"":""login01"",""ident"":""CROND"",""pid"":""2414"",""message"":""(a07cmc01)","CMD (sh /g100_work/CMCC_medfs_0/download/dasDwlRawScripts/PHY_Glo_d_Med_dwn_CMS_sm.sh >> /g100_work/CMCC_medfs_0/download/LOGS/PHY_Glo_d_Med_dwn_CMS_sm_EIS202211.log 2>&1)"",""severity""","""info"",""facility"":""cron"",""time"":""2024-03-27 21:45:01 +0100""}",3503c1c8,"""info"",""facility"":""cron"",""time"":""2024-03-27 <*> +0100""}",['21:45:01']
