cwd,exit,items,ppid,pid,comm,timedelta,pid_timedelta,id_anomalies,num_id_anomalies
/var/log/laurel,0.0,2.0,3240.0,3248.0,unix_chkpwd,0.002000093460083008,,5.0,4
,,,,,,0.00599980354309082,,0.0,0
,,,,,,0.003000020980834961,,0.0,0
,,,,,,0.006000041961669922,,0.0,0
,,,,,,0.03800010681152344,,0.0,0
/var/log/laurel,0.0,2.0,3240.0,3249.0,tail,0.003999948501586914,,1.0,8
,,,,,,0.010999917984008789,,0.0,0
,,,,,,0.0009999275207519531,,0.0,0
/var/log/laurel,0.0,2.0,3250.0,3252.0,sed,0.04500007629394531,,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3253.0,vte-urlencode-c,0.01699995994567871,0 days 00:00:00.016999960,0.0,0
,,,,,,-4.203999996185303,,0.0,0
/var/log/laurel,0.0,2.0,3254.0,3255.0,pk-command-not-,15.029000043869019,,0.0,0
/var/log/laurel,0.0,2.0,3259.0,3261.0,sed,0.06800007820129395,0 days 00:00:00.068000078,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3262.0,vte-urlencode-c,0.013000011444091797,0 days 00:00:00.013000011,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3263.0,clear,2.004999876022339,0 days 00:00:02.004999876,0.0,0
/var/log/laurel,0.0,2.0,3264.0,3266.0,sed,0.02500009536743164,0 days 00:00:00.025000096,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3267.0,vte-urlencode-c,0.017999887466430664,0 days 00:00:00.017999887,0.0,0
/home/matteo,0.0,2.0,2201.0,3275.0,grub2-set-bootf,11.486999988555908,0 days 00:00:11.486999989,3.0,3
,,,,,,2.188000202178955,,0.0,0
,,,,,,0.04999995231628418,,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3302.0,cp,15.358999967575073,,0.0,0
/var/log/laurel,0.0,2.0,3303.0,3305.0,sed,0.01699995994567871,0 days 00:00:00.016999960,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3306.0,vte-urlencode-c,0.015000104904174805,0 days 00:00:00.015000105,0.0,0
/var/log/laurel,0.0,2.0,3042.0,3309.0,sudo,6.20799994468689,0 days 00:00:06.207999944,3.0,3
/var/log/laurel,0.0,2.0,3309.0,3310.0,unix_chkpwd,0.04500007629394531,0 days 00:00:00.045000077,5.0,4
,,,,,,0.010999917984008789,,0.0,0
,,,,,,0.0,,0.0,0
,,,,,,0.0,,0.0,0
,,,,,,0.006000041961669922,,0.0,0
/var/log/laurel,0.0,2.0,3309.0,3311.0,cp,0.0019998550415039062,,1.0,8
