exe,exit,items,ppid,pid,comm,timedelta,num_id_anomalies
/usr/libexec/vte-urlencode-cwd,0,2,2812,26325,vte-urlencode-c,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,1.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26326,26328,sed,6291.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26326,26328,sed,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/libexec/vte-urlencode-cwd,0,2,2812,26329,vte-urlencode-c,5.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/libexec/vte-urlencode-cwd,0,2,2812,26329,vte-urlencode-c,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/lib/systemd/systemd,,,,1,systemd,13960.0,0
/usr/lib/systemd/systemd,,,,1,systemd,0.0,0
,,,,,,25.0,0
,,,,,,0.0,0
/usr/bin/cp,0,2,2812,26345,cp,9796.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/cp,0,2,2812,26345,cp,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26346,26348,sed,3.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26346,26348,sed,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/libexec/vte-urlencode-cwd,0,2,2812,26349,vte-urlencode-c,11.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/libexec/vte-urlencode-cwd,0,2,2812,26349,vte-urlencode-c,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26359,26361,sed,13774.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26359,26361,sed,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/libexec/vte-urlencode-cwd,0,2,2812,26362,vte-urlencode-c,3.0,0
/usr/libexec/vte-urlencode-cwd,0,2,2812,26362,vte-urlencode-c,0.0,0
,,,,,,1.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26365,26367,sed,1224.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
,,,,,,0.0,0
/usr/bin/sed,0,2,26365,26367,sed,0.0,0
,,,,,,0.0,0
